ID,Comments
,its so sad how retarded this country is becoming
,typical ignorant white woman that doesn't know another person's whole story
,the Iranian Assyrian woman ( Assyrian is a branch of Christianity )
,Liars!!!! Where are the videos of the non mentally challenged people attacking foreigners - oh you don't have them because THEY DONT EXIST!!!!!! TYT you are a bunch of propaganda pushing liars.
,"middle East terrorists, USA UK supported Saudia arabia and gulf arabs in Gulf war against Iraq ...."
,So now we blame everything on Trump. Nice. If she is an American citizen then she should be speaking English and none of this would of happened.
,"Do you all notice a pattern, here? Mentally ill Trump supporters. I pointed out that they were mentally ill months ago and people thought I was just ""picking on them."" I also think a lot of them are brain dead from being over medicated."
,The white woman was being attacked thats why she said it
,"""Stalkers""? Maybe she meant spiders?"
,"I believe you must engage bigotry and prejudice. Not violently but you must confront it. To go silent when someone chooses to attack you is allowing them the space and confidence to perpetuate ugly behaviors. Shame them, mock them, be non-violent but definitely not silent"
,"My neighbor also has a mental illness, and he spends all his time listening to rightwing radio, screaming ""you lying bitch Hilary"" constantly."
,Liberals abhor facts about Islam.
,"Just this week: 61 Men, women and children murdered at the hands of Islamic Terror. 28.000+ attacks in the name of Islam since 9/11.....and counting."
,I would not be surprised if these are staged or worse in this surveillance age someone has addresses of mentally ill people and get in there face
,"when i see people killing people, i call them murderers."
,Pretty sad that we can't tell the difference between a confused (and mentally handicapped) woman vs. a Donald Trump supporter. That should say something about how much we've degenerated as a country: we have to do whatever it takes to break the back of this unceasing growth of the income inequality gap. It is starving our culture.
,"so she has lost her marbles and you play the clip showing her face, THEN you give the viewers a warning not to 'go after her'. No better than Fox,"
,Ugly douchebag Fox News watching children. I had a Trump supporter tell me on Facebook that somebody made a comment about his Trump bobblehead and he was being attacked by democratic hate.
,That filthy fat piglet is horrendous to look at. that alone should be a terrorist act coming out looking like that.
,"She's mentally ill? And _conveniently_ enough, the ONLY kinds of emotions she is capable of are fear, ignorance and discrimination? And *somehow*, when the other lady told her she was a U.S. citizen, she knew she had nothing on her?
 Give me a flying f^^^ing break!!!"
,Why can we never just admit racists are mentally sound? We're never gonna fix the problem of racism until we acknowledge a large portion of the mentally sane population thinks this way.
,That talk about hate crimes involving spray paint and stuff reminds me of the time a Hispanic man outside a Trump rally approached a man dressed in a KKK outfit and ripped off his hood. It was another Hispanic man under the hood. I bet a bunch of these hate crimes are the same type of thing.
,"The woman filming obviously didn't feel endangered by the older woman. Also, I got the feeling that the recorder was pushing her buttons to begin with.."
,"Mentally with what? The only thing that would make you this way would be schizophrenic disorder. 
 
 If she's this bad, she's not receiving the proper treatment. That's the scariest part of this whole video!"
,"For decades we had only Fox News mouthing this shit, now Trump with his rhetoric has emboldened the racist mass to spout their vomit openly."
,"She looked like an african amercan woman or at least half black. Incidentally, every time I have seen racist venom being spewed, it was either a black man or a black woman. Not hispanic. Not White. Not Asian."
,Who's the Lesbian with Ana?
,"Shit! I am scared of just existing...If I am white, I am being attacked by every other race; if I am black, cops are probably gonna shoot me; if I am muslim, America is after me; if I am Latino or Asian, I will be deported. Did I cover them all?"
,"Right on, ladies. Let's not propagate hate..."
,go away YTY full lies paid by corrution and miss perception..
,"I looked her up,but couldn't find her.I wanted to tell her how sorry I am for her having to go through that.If I had been a passenger on that bus,""I would have stood up in her defense because this is soooooo much ignorance """
,Give me the id's of the thumbs down people and I will solve the problem.
,I guess all trump supporters are all mentally ill and paranoid they all act like this. she's not mentally ill she's racist and her family is covering up for her
,I guess all trump supporters are all mentally ill and paranoid they all act like this
,The first thing I noticed was that she was mentally ill....she's calling people stalkers and talking about secret meetings....classic schizophrenic
,TYT USING THE MENTALLY ILL TO GENERATE ANGLO-PHOBIA
,"In the beginning of the video, the crazy lady is complaining that the other woman is breaking the law by talking on her cell phone...and instead of apologizing, the Muslim woman challenges her and antagonizes her and sticks a camera in her face. Who is escalating this conflict? I say the Muslim woman is.
 
 So you do or don't agree with the cell phone ban law on the BART train?"
,Anna how do you justify Jimmy Dore demonizing Hillary and Obama. As a women that show discusses me. because he is so cruel and vulgar towards people particularly women he does not like.
